"d","t","travelers","CumulativeT"
"4","2018-09-18 09:14:03","1","20522"
"2","2018-09-18 09:14:04","2","20524"
"2","2018-09-18 09:14:05","2","20526"
"2","2018-09-18 09:14:06","1","20527"
"4","2018-09-18 09:14:07","3","20530"
"2","2018-09-18 09:14:09","4","20534"
"2","2018-09-18 09:14:10","1","20535"
"2","2018-09-18 09:14:11","1","20536"
"2","2018-09-18 09:14:12","1","20537"
"4","2018-09-18 09:14:13","1","20538"
"4","2018-09-18 09:14:14","1","20539"
"2","2018-09-18 09:14:15","2","20541"
"4","2018-09-18 09:14:16","3","20544"
"2","2018-09-18 09:14:17","2","20546"
"4","2018-09-18 09:14:19","3","20549"
"2","2018-09-18 09:14:22","4","20553"
"2","2018-09-18 09:14:25","1","20554"
"2","2018-09-18 09:14:26","5","20559"
"2","2018-09-18 09:14:27","1","20560"
"2","2018-09-18 09:14:28","1","20561"
"2","2018-09-18 09:14:30","2","20563"
"2","2018-09-18 09:14:31","2","20565"
"4","2018-09-18 09:14:32","2","20567"
"2","2018-09-18 09:14:33","2","20569"
"2","2018-09-18 09:14:35","1","20570"
"4","2018-09-18 09:14:36","1","20571"
"4","2018-09-18 09:14:37","1","20572"
"2","2018-09-18 09:14:38","1","20573"
"2","2018-09-18 09:14:39","2","20575"
"2","2018-09-18 09:14:40","1","20576"
"2","2018-09-18 09:14:42","2","20578"
"2","2018-09-18 09:14:44","1","20579"
"2","2018-09-18 09:14:45","2","20581"
"4","2018-09-18 09:14:46","2","20583"
"2","2018-09-18 09:14:48","5","20588"
"2","2018-09-18 09:14:49","2","20590"
"4","2018-09-18 09:14:51","1","20591"
"4","2018-09-18 09:14:54","1","20592"
"2","2018-09-18 09:14:55","2","20594"
"4","2018-09-18 09:14:56","1","20595"
"4","2018-09-18 09:14:57","2","20597"
"2","2018-09-18 09:14:59","1","20598"
"2","2018-09-18 09:15:00","2","20600"
"2","2018-09-18 09:15:02","1","20601"
"4","2018-09-18 09:15:05","1","20602"
"4","2018-09-18 09:15:08","1","20603"
"4","2018-09-18 09:15:09","2","20605"
"4","2018-09-18 09:15:10","2","20607"
"2","2018-09-18 09:15:11","1","20608"
"2","2018-09-18 09:15:12","2","20610"
"2","2018-09-18 09:15:13","3","20613"
"4","2018-09-18 09:15:14","3","20616"
"4","2018-09-18 09:15:15","3","20619"
"2","2018-09-18 09:15:16","1","20620"
"4","2018-09-18 09:15:17","2","20622"
"2","2018-09-18 09:15:18","2","20624"
"2","2018-09-18 09:15:19","2","20626"
"4","2018-09-18 09:15:20","2","20628"
"2","2018-09-18 09:15:22","1","20629"
"4","2018-09-18 09:15:23","1","20630"
"4","2018-09-18 09:15:24","1","20631"
"2","2018-09-18 09:15:28","2","20633"
"4","2018-09-18 09:15:29","1","20634"
"2","2018-09-18 09:15:31","2","20636"
"2","2018-09-18 09:15:33","1","20637"
"2","2018-09-18 09:15:35","1","20638"
"2","2018-09-18 09:15:36","2","20640"
"2","2018-09-18 09:15:37","1","20641"
"2","2018-09-18 09:15:38","2","20643"
"4","2018-09-18 09:15:43","2","20645"
"4","2018-09-18 09:15:44","1","20646"
"2","2018-09-18 09:15:45","1","20647"
"2","2018-09-18 09:15:46","2","20649"
"2","2018-09-18 09:15:47","2","20651"
"2","2018-09-18 09:15:49","1","20652"
"2","2018-09-18 09:15:50","1","20653"
"2","2018-09-18 09:15:51","2","20655"
"2","2018-09-18 09:15:52","1","20656"
"2","2018-09-18 09:15:54","1","20657"
"2","2018-09-18 09:15:55","2","20659"
"2","2018-09-18 09:15:56","2","20661"
"4","2018-09-18 09:15:57","2","20663"
"4","2018-09-18 09:15:58","1","20664"
"2","2018-09-18 09:15:59","1","20665"
"2","2018-09-18 09:16:00","2","20667"
"2","2018-09-18 09:16:02","1","20668"
"2","2018-09-18 09:16:03","1","20669"
"2","2018-09-18 09:16:05","4","20673"
"2","2018-09-18 09:16:06","2","20675"
"2","2018-09-18 09:16:07","3","20678"
"2","2018-09-18 09:16:08","1","20679"
"2","2018-09-18 09:16:11","1","20680"
"4","2018-09-18 09:16:12","1","20681"
"4","2018-09-18 09:16:14","6","20687"
"2","2018-09-18 09:16:15","1","20688"
"2","2018-09-18 09:16:17","3","20691"
"2","2018-09-18 09:16:19","1","20692"
"2","2018-09-18 09:16:21","3","20695"
"2","2018-09-18 09:16:22","1","20696"
"2","2018-09-18 09:16:23","2","20698"
"2","2018-09-18 09:16:24","4","20702"
"2","2018-09-18 09:16:25","1","20703"
"2","2018-09-18 09:16:27","1","20704"
"4","2018-09-18 09:16:29","4","20708"
"2","2018-09-18 09:16:30","2","20710"
"2","2018-09-18 09:16:31","6","20716"
"2","2018-09-18 09:16:32","1","20717"
"2","2018-09-18 09:16:35","1","20718"
"2","2018-09-18 09:16:36","3","20721"
"4","2018-09-18 09:16:38","1","20722"
"2","2018-09-18 09:16:39","1","20723"
"2","2018-09-18 09:16:40","2","20725"
"4","2018-09-18 09:16:41","2","20727"
"2","2018-09-18 09:16:42","1","20728"
"4","2018-09-18 09:16:44","2","20730"
"2","2018-09-18 09:16:47","2","20732"
"2","2018-09-18 09:16:48","2","20734"
"4","2018-09-18 09:16:51","1","20735"
"4","2018-09-18 09:16:52","3","20738"
"2","2018-09-18 09:16:53","1","20739"
"4","2018-09-18 09:16:54","1","20740"
"2","2018-09-18 09:16:56","2","20742"
"2","2018-09-18 09:16:57","2","20744"
"2","2018-09-18 09:17:01","1","20745"
"4","2018-09-18 09:17:02","2","20747"
"2","2018-09-18 09:17:03","3","20750"
"2","2018-09-18 09:17:06","1","20751"
"2","2018-09-18 09:17:10","2","20753"
"4","2018-09-18 09:17:11","3","20756"
"4","2018-09-18 09:17:12","4","20760"
"2","2018-09-18 09:17:13","2","20762"
"2","2018-09-18 09:17:15","1","20763"
"2","2018-09-18 09:17:17","1","20764"
"2","2018-09-18 09:17:19","1","20765"
"4","2018-09-18 09:17:20","1","20766"
"4","2018-09-18 09:17:21","2","20768"
"2","2018-09-18 09:17:22","1","20769"
"2","2018-09-18 09:17:24","1","20770"
"2","2018-09-18 09:17:25","2","20772"
"4","2018-09-18 09:17:26","1","20773"
"2","2018-09-18 09:17:27","1","20774"
"4","2018-09-18 09:17:28","2","20776"
"2","2018-09-18 09:17:29","2","20778"
"4","2018-09-18 09:17:30","4","20782"
"4","2018-09-18 09:17:31","1","20783"
"2","2018-09-18 09:17:34","3","20786"
"2","2018-09-18 09:17:35","3","20789"
"2","2018-09-18 09:17:36","1","20790"
"2","2018-09-18 09:17:37","1","20791"
"2","2018-09-18 09:17:39","2","20793"
"2","2018-09-18 09:17:40","1","20794"
"2","2018-09-18 09:17:41","1","20795"
"4","2018-09-18 09:17:43","2","20797"
"2","2018-09-18 09:17:44","1","20798"
"2","2018-09-18 09:17:45","2","20800"
"2","2018-09-18 09:17:46","1","20801"
"2","2018-09-18 09:17:49","4","20805"
"2","2018-09-18 09:17:50","3","20808"
"2","2018-09-18 09:17:51","1","20809"
"2","2018-09-18 09:17:52","1","20810"
"2","2018-09-18 09:17:53","1","20811"
"2","2018-09-18 09:17:55","1","20812"
"2","2018-09-18 09:17:56","1","20813"
"4","2018-09-18 09:17:57","3","20816"
"4","2018-09-18 09:17:58","2","20818"
"2","2018-09-18 09:18:01","2","20820"
"2","2018-09-18 09:18:02","2","20822"
"2","2018-09-18 09:18:03","2","20824"
"4","2018-09-18 09:18:05","2","20826"
"2","2018-09-18 09:18:08","2","20828"
"2","2018-09-18 09:18:09","1","20829"
"4","2018-09-18 09:18:10","1","20830"
"2","2018-09-18 09:18:11","3","20833"
"2","2018-09-18 09:18:12","1","20834"
"2","2018-09-18 09:18:13","1","20835"
"2","2018-09-18 09:18:15","3","20838"
"4","2018-09-18 09:18:16","1","20839"
"4","2018-09-18 09:18:18","1","20840"
"4","2018-09-18 09:18:19","1","20841"
"2","2018-09-18 09:18:21","1","20842"
"4","2018-09-18 09:18:22","2","20844"
"2","2018-09-18 09:18:23","3","20847"
"2","2018-09-18 09:18:24","1","20848"
"2","2018-09-18 09:18:26","3","20851"
"4","2018-09-18 09:18:27","1","20852"
"2","2018-09-18 09:18:29","2","20854"
"2","2018-09-18 09:18:31","2","20856"
"2","2018-09-18 09:18:38","1","20857"
"4","2018-09-18 09:18:39","1","20858"
"2","2018-09-18 09:18:42","2","20860"
"2","2018-09-18 09:18:44","1","20861"
"2","2018-09-18 09:18:45","2","20863"
"2","2018-09-18 09:18:46","2","20865"
"4","2018-09-18 09:18:48","1","20866"
"2","2018-09-18 09:18:49","1","20867"
"2","2018-09-18 09:18:50","1","20868"
"4","2018-09-18 09:18:51","1","20869"
"2","2018-09-18 09:18:53","3","20872"
"2","2018-09-18 09:18:54","3","20875"
"2","2018-09-18 09:18:55","1","20876"
"2","2018-09-18 09:18:56","1","20877"
"2","2018-09-18 09:18:57","1","20878"
"4","2018-09-18 09:18:58","1","20879"
"2","2018-09-18 09:18:59","3","20882"
"2","2018-09-18 09:19:00","4","20886"
"4","2018-09-18 09:19:02","2","20888"
"4","2018-09-18 09:19:03","1","20889"
"4","2018-09-18 09:19:04","4","20893"
"2","2018-09-18 09:19:05","1","20894"
"4","2018-09-18 09:19:06","2","20896"
"2","2018-09-18 09:19:08","2","20898"
"4","2018-09-18 09:19:09","1","20899"
"2","2018-09-18 09:19:11","1","20900"
"2","2018-09-18 09:19:12","1","20901"
"2","2018-09-18 09:19:13","3","20904"
"2","2018-09-18 09:19:14","1","20905"
"4","2018-09-18 09:19:15","2","20907"
"2","2018-09-18 09:19:16","1","20908"
"2","2018-09-18 09:19:17","1","20909"
"4","2018-09-18 09:19:19","2","20911"
"2","2018-09-18 09:19:20","1","20912"
"4","2018-09-18 09:19:22","1","20913"
"2","2018-09-18 09:19:26","3","20916"
"4","2018-09-18 09:19:27","4","20920"
"4","2018-09-18 09:19:28","2","20922"
"2","2018-09-18 09:19:30","2","20924"
"2","2018-09-18 09:19:32","2","20926"
"4","2018-09-18 09:19:33","1","20927"
"2","2018-09-18 09:19:36","1","20928"
"2","2018-09-18 09:19:37","1","20929"
"2","2018-09-18 09:19:38","3","20932"
"2","2018-09-18 09:19:39","1","20933"
"2","2018-09-18 09:19:42","1","20934"
"2","2018-09-18 09:19:44","1","20935"
"2","2018-09-18 09:19:45","1","20936"
"2","2018-09-18 09:19:47","2","20938"
"4","2018-09-18 09:19:48","2","20940"
"2","2018-09-18 09:19:49","2","20942"
"2","2018-09-18 09:19:50","3","20945"
"2","2018-09-18 09:19:51","1","20946"
"2","2018-09-18 09:19:52","2","20948"
"2","2018-09-18 09:19:53","1","20949"
"4","2018-09-18 09:19:54","1","20950"
"4","2018-09-18 09:19:55","1","20951"
"2","2018-09-18 09:19:57","2","20953"
"4","2018-09-18 09:19:58","1","20954"
"4","2018-09-18 09:20:00","1","20955"
"2","2018-09-18 09:20:01","1","20956"
"2","2018-09-18 09:20:02","1","20957"
"2","2018-09-18 09:20:03","3","20960"
"2","2018-09-18 09:20:04","1","20961"
"4","2018-09-18 09:20:06","4","20965"
"2","2018-09-18 09:20:11","1","20966"
"2","2018-09-18 09:20:12","1","20967"
"4","2018-09-18 09:20:13","1","20968"
"2","2018-09-18 09:20:14","1","20969"
"2","2018-09-18 09:20:15","1","20970"
"2","2018-09-18 09:20:16","3","20973"
"2","2018-09-18 09:20:18","1","20974"
"4","2018-09-18 09:20:20","3","20977"
"4","2018-09-18 09:20:21","1","20978"
"2","2018-09-18 09:20:22","1","20979"
"2","2018-09-18 09:20:23","1","20980"
"2","2018-09-18 09:20:24","1","20981"
"2","2018-09-18 09:20:25","1","20982"
"4","2018-09-18 09:20:26","1","20983"
"2","2018-09-18 09:20:27","1","20984"
"4","2018-09-18 09:20:30","1","20985"
"2","2018-09-18 09:20:33","1","20986"
"2","2018-09-18 09:20:35","1","20987"
"4","2018-09-18 09:20:36","1","20988"
"2","2018-09-18 09:20:38","1","20989"
"2","2018-09-18 09:20:39","2","20991"
"4","2018-09-18 09:20:41","1","20992"
"2","2018-09-18 09:20:42","2","20994"
"2","2018-09-18 09:20:44","1","20995"
"2","2018-09-18 09:20:45","1","20996"
"4","2018-09-18 09:20:46","1","20997"
"2","2018-09-18 09:20:48","1","20998"
"2","2018-09-18 09:20:50","1","20999"
"2","2018-09-18 09:20:52","1","21000"
"2","2018-09-18 09:20:53","3","21003"
"2","2018-09-18 09:20:54","1","21004"
"4","2018-09-18 09:20:56","1","21005"
"2","2018-09-18 09:20:57","1","21006"
"4","2018-09-18 09:20:58","4","21010"
"4","2018-09-18 09:20:59","1","21011"
"2","2018-09-18 09:21:02","2","21013"
"4","2018-09-18 09:21:03","1","21014"
"2","2018-09-18 09:21:04","3","21017"
"4","2018-09-18 09:21:05","1","21018"
"2","2018-09-18 09:21:06","1","21019"
"4","2018-09-18 09:21:10","3","21022"
"2","2018-09-18 09:21:12","1","21023"
"4","2018-09-18 09:21:13","1","21024"
"4","2018-09-18 09:21:14","1","21025"
"2","2018-09-18 09:21:15","2","21027"
"4","2018-09-18 09:21:16","1","21028"
"2","2018-09-18 09:21:17","2","21030"
"4","2018-09-18 09:21:18","1","21031"
"2","2018-09-18 09:21:19","1","21032"
"2","2018-09-18 09:21:20","1","21033"
"2","2018-09-18 09:21:21","1","21034"
"4","2018-09-18 09:21:22","2","21036"
"4","2018-09-18 09:21:25","3","21039"
"2","2018-09-18 09:21:27","1","21040"
"4","2018-09-18 09:21:29","2","21042"
"4","2018-09-18 09:21:30","1","21043"
"2","2018-09-18 09:21:31","3","21046"
"2","2018-09-18 09:21:34","1","21047"
"2","2018-09-18 09:21:35","2","21049"
"2","2018-09-18 09:21:36","2","21051"
"4","2018-09-18 09:21:38","1","21052"
"4","2018-09-18 09:21:39","1","21053"
"4","2018-09-18 09:21:40","4","21057"
"4","2018-09-18 09:21:42","1","21058"
"2","2018-09-18 09:21:45","2","21060"
"2","2018-09-18 09:21:47","1","21061"
"2","2018-09-18 09:21:48","2","21063"
"2","2018-09-18 09:21:50","1","21064"
"2","2018-09-18 09:21:51","1","21065"
"2","2018-09-18 09:21:53","2","21067"
"2","2018-09-18 09:21:54","1","21068"
"2","2018-09-18 09:21:56","2","21070"
"2","2018-09-18 09:21:58","1","21071"
"2","2018-09-18 09:22:01","1","21072"
"4","2018-09-18 09:22:05","1","21073"
"2","2018-09-18 09:22:06","1","21074"
"2","2018-09-18 09:22:10","4","21078"
"2","2018-09-18 09:22:11","2","21080"
"4","2018-09-18 09:22:12","2","21082"
"2","2018-09-18 09:22:13","2","21084"
"4","2018-09-18 09:22:14","1","21085"
"2","2018-09-18 09:22:15","1","21086"
"2","2018-09-18 09:22:17","1","21087"
"2","2018-09-18 09:22:20","1","21088"
"4","2018-09-18 09:22:22","1","21089"
"2","2018-09-18 09:22:25","1","21090"
"4","2018-09-18 09:22:27","2","21092"
"2","2018-09-18 09:22:28","1","21093"
"2","2018-09-18 09:22:29","2","21095"
"2","2018-09-18 09:22:30","1","21096"
"2","2018-09-18 09:22:31","2","21098"
"2","2018-09-18 09:22:34","1","21099"
"2","2018-09-18 09:22:35","5","21104"
"2","2018-09-18 09:22:36","3","21107"
"2","2018-09-18 09:22:37","1","21108"
"4","2018-09-18 09:22:38","1","21109"
"2","2018-09-18 09:22:39","2","21111"
"2","2018-09-18 09:22:40","1","21112"
"2","2018-09-18 09:22:42","1","21113"
"4","2018-09-18 09:22:43","3","21116"
"4","2018-09-18 09:22:47","1","21117"
"4","2018-09-18 09:22:48","1","21118"
"2","2018-09-18 09:22:49","5","21123"
"2","2018-09-18 09:22:50","2","21125"
"2","2018-09-18 09:22:52","3","21128"
"4","2018-09-18 09:22:54","2","21130"
"2","2018-09-18 09:22:56","2","21132"
"2","2018-09-18 09:22:57","3","21135"
"4","2018-09-18 09:22:59","1","21136"
"2","2018-09-18 09:23:01","1","21137"
"4","2018-09-18 09:23:02","2","21139"
"2","2018-09-18 09:23:03","1","21140"
"4","2018-09-18 09:23:07","1","21141"
"4","2018-09-18 09:23:09","1","21142"
"2","2018-09-18 09:23:11","2","21144"
"4","2018-09-18 09:23:12","1","21145"
"2","2018-09-18 09:23:13","1","21146"
"2","2018-09-18 09:23:15","5","21151"
"4","2018-09-18 09:23:16","1","21152"
"2","2018-09-18 09:23:17","4","21156"
"2","2018-09-18 09:23:18","2","21158"
"2","2018-09-18 09:23:19","3","21161"
"2","2018-09-18 09:23:20","2","21163"
"2","2018-09-18 09:23:23","2","21165"
"2","2018-09-18 09:23:24","3","21168"
"4","2018-09-18 09:23:25","3","21171"
"4","2018-09-18 09:23:26","2","21173"
"2","2018-09-18 09:23:28","1","21174"
"2","2018-09-18 09:23:29","1","21175"
"4","2018-09-18 09:23:31","4","21179"
"2","2018-09-18 09:23:32","1","21180"
"2","2018-09-18 09:23:33","4","21184"
"2","2018-09-18 09:23:34","3","21187"
"4","2018-09-18 09:23:36","1","21188"
"4","2018-09-18 09:23:37","1","21189"
"2","2018-09-18 09:23:38","1","21190"
"4","2018-09-18 09:23:42","1","21191"
"4","2018-09-18 09:23:45","2","21193"
"2","2018-09-18 09:23:47","2","21195"
"2","2018-09-18 09:23:48","2","21197"
"2","2018-09-18 09:23:49","3","21200"
"2","2018-09-18 09:23:50","1","21201"
"4","2018-09-18 09:23:52","3","21204"
"4","2018-09-18 09:23:54","1","21205"
"2","2018-09-18 09:23:55","1","21206"
"4","2018-09-18 09:23:56","1","21207"
"2","2018-09-18 09:23:57","1","21208"
"2","2018-09-18 09:23:58","2","21210"
"2","2018-09-18 09:24:00","2","21212"
"2","2018-09-18 09:24:01","1","21213"
"2","2018-09-18 09:24:02","3","21216"
"2","2018-09-18 09:24:04","1","21217"
"4","2018-09-18 09:24:07","1","21218"
"2","2018-09-18 09:24:10","1","21219"
"2","2018-09-18 09:24:13","1","21220"
"4","2018-09-18 09:24:14","2","21222"
"2","2018-09-18 09:24:16","3","21225"
"4","2018-09-18 09:24:17","1","21226"
"2","2018-09-18 09:24:20","2","21228"
"2","2018-09-18 09:24:21","2","21230"
"4","2018-09-18 09:24:22","3","21233"
"4","2018-09-18 09:24:23","3","21236"
"4","2018-09-18 09:24:25","1","21237"
"4","2018-09-18 09:24:26","1","21238"
"2","2018-09-18 09:24:27","1","21239"
"2","2018-09-18 09:24:28","1","21240"
"2","2018-09-18 09:24:31","1","21241"
"4","2018-09-18 09:24:32","2","21243"
"2","2018-09-18 09:24:33","2","21245"
"4","2018-09-18 09:24:35","2","21247"
"2","2018-09-18 09:24:36","2","21249"
"4","2018-09-18 09:24:38","2","21251"
"2","2018-09-18 09:24:40","2","21253"
"4","2018-09-18 09:24:41","3","21256"
"2","2018-09-18 09:24:43","1","21257"
"4","2018-09-18 09:24:44","2","21259"
"4","2018-09-18 09:24:45","2","21261"
"4","2018-09-18 09:24:46","4","21265"
"2","2018-09-18 09:24:47","1","21266"
"2","2018-09-18 09:24:52","2","21268"
"2","2018-09-18 09:24:53","1","21269"
"2","2018-09-18 09:24:54","1","21270"
"4","2018-09-18 09:24:55","2","21272"
"2","2018-09-18 09:24:57","1","21273"
"4","2018-09-18 09:24:58","3","21276"
"4","2018-09-18 09:25:02","1","21277"
"4","2018-09-18 09:25:03","2","21279"
"4","2018-09-18 09:25:04","2","21281"
"2","2018-09-18 09:25:05","1","21282"
"2","2018-09-18 09:25:06","3","21285"
"2","2018-09-18 09:25:07","2","21287"
"4","2018-09-18 09:25:09","1","21288"
"2","2018-09-18 09:25:10","1","21289"
"2","2018-09-18 09:25:11","1","21290"
"4","2018-09-18 09:25:12","2","21292"
"2","2018-09-18 09:25:13","1","21293"
"2","2018-09-18 09:25:14","4","21297"
"2","2018-09-18 09:25:15","1","21298"
"2","2018-09-18 09:25:17","2","21300"
"2","2018-09-18 09:25:18","1","21301"
"2","2018-09-18 09:25:21","1","21302"
"2","2018-09-18 09:25:23","1","21303"
"2","2018-09-18 09:25:24","1","21304"
"2","2018-09-18 09:25:26","3","21307"
"2","2018-09-18 09:25:28","1","21308"
"4","2018-09-18 09:25:30","1","21309"
"2","2018-09-18 09:25:31","2","21311"
"2","2018-09-18 09:25:32","2","21313"
"2","2018-09-18 09:25:34","1","21314"
"2","2018-09-18 09:25:35","2","21316"
"2","2018-09-18 09:25:36","1","21317"
"2","2018-09-18 09:25:37","1","21318"
"2","2018-09-18 09:25:38","2","21320"
"2","2018-09-18 09:25:40","5","21325"
"2","2018-09-18 09:25:43","1","21326"
"4","2018-09-18 09:25:45","1","21327"
"2","2018-09-18 09:25:46","5","21332"
"2","2018-09-18 09:25:47","1","21333"
"2","2018-09-18 09:25:48","2","21335"
"2","2018-09-18 09:25:49","1","21336"
"4","2018-09-18 09:25:52","2","21338"
"2","2018-09-18 09:25:55","1","21339"
"2","2018-09-18 09:25:59","4","21343"
"4","2018-09-18 09:26:02","2","21345"
"2","2018-09-18 09:26:04","1","21346"
"2","2018-09-18 09:26:05","3","21349"
"2","2018-09-18 09:26:07","1","21350"
"2","2018-09-18 09:26:09","3","21353"
"2","2018-09-18 09:26:10","1","21354"
"2","2018-09-18 09:26:11","1","21355"
"2","2018-09-18 09:26:12","1","21356"
"2","2018-09-18 09:26:13","2","21358"
"2","2018-09-18 09:26:14","1","21359"
"4","2018-09-18 09:26:15","3","21362"
"2","2018-09-18 09:26:16","1","21363"
"2","2018-09-18 09:26:17","1","21364"
"4","2018-09-18 09:26:18","1","21365"
"2","2018-09-18 09:26:19","2","21367"
"2","2018-09-18 09:26:20","1","21368"
"2","2018-09-18 09:26:21","3","21371"
"4","2018-09-18 09:26:22","1","21372"
"2","2018-09-18 09:26:23","1","21373"
"2","2018-09-18 09:26:24","1","21374"
"2","2018-09-18 09:26:26","1","21375"
"4","2018-09-18 09:26:27","1","21376"
"2","2018-09-18 09:26:29","2","21378"
"4","2018-09-18 09:26:32","2","21380"
"4","2018-09-18 09:26:34","2","21382"
"2","2018-09-18 09:26:36","2","21384"
"2","2018-09-18 09:26:37","1","21385"
"2","2018-09-18 09:26:38","2","21387"
"2","2018-09-18 09:26:40","1","21388"
"2","2018-09-18 09:26:44","2","21390"
"2","2018-09-18 09:26:45","1","21391"
"2","2018-09-18 09:26:47","2","21393"
"4","2018-09-18 09:26:48","2","21395"
"2","2018-09-18 09:26:49","3","21398"
"2","2018-09-18 09:26:50","3","21401"
"2","2018-09-18 09:26:51","4","21405"
"2","2018-09-18 09:26:52","2","21407"
"4","2018-09-18 09:26:55","1","21408"
"2","2018-09-18 09:26:57","1","21409"
"4","2018-09-18 09:26:58","3","21412"
"2","2018-09-18 09:27:00","1","21413"
"4","2018-09-18 09:27:01","2","21415"
"2","2018-09-18 09:27:02","3","21418"
"2","2018-09-18 09:27:03","1","21419"
"2","2018-09-18 09:27:05","4","21423"
"4","2018-09-18 09:27:07","1","21424"
"4","2018-09-18 09:27:09","3","21427"
"2","2018-09-18 09:27:10","4","21431"
"4","2018-09-18 09:27:11","2","21433"
"4","2018-09-18 09:27:12","1","21434"
"2","2018-09-18 09:27:13","1","21435"
"2","2018-09-18 09:27:15","2","21437"
"2","2018-09-18 09:27:18","2","21439"
"2","2018-09-18 09:27:21","3","21442"
"4","2018-09-18 09:27:22","2","21444"
"4","2018-09-18 09:27:23","2","21446"
"2","2018-09-18 09:27:27","1","21447"
"2","2018-09-18 09:27:29","1","21448"
"2","2018-09-18 09:27:31","2","21450"
"2","2018-09-18 09:27:33","1","21451"
"2","2018-09-18 09:27:35","1","21452"
"2","2018-09-18 09:27:36","1","21453"
"2","2018-09-18 09:27:39","1","21454"
"4","2018-09-18 09:27:40","2","21456"
"4","2018-09-18 09:27:41","2","21458"
"2","2018-09-18 09:27:45","1","21459"
"2","2018-09-18 09:27:48","4","21463"
"2","2018-09-18 09:27:50","1","21464"
"2","2018-09-18 09:27:51","2","21466"
"2","2018-09-18 09:27:52","2","21468"
"2","2018-09-18 09:27:53","2","21470"
"2","2018-09-18 09:27:55","2","21472"
"4","2018-09-18 09:27:56","1","21473"
"2","2018-09-18 09:27:59","1","21474"
"2","2018-09-18 09:28:00","3","21477"
"4","2018-09-18 09:28:03","1","21478"
"2","2018-09-18 09:28:04","1","21479"
"2","2018-09-18 09:28:05","1","21480"
"2","2018-09-18 09:28:06","1","21481"
"2","2018-09-18 09:28:10","1","21482"
"2","2018-09-18 09:28:13","4","21486"
"2","2018-09-18 09:28:14","3","21489"
"2","2018-09-18 09:28:15","3","21492"
"4","2018-09-18 09:28:18","2","21494"
"2","2018-09-18 09:28:20","1","21495"
"4","2018-09-18 09:28:22","2","21497"
"4","2018-09-18 09:28:24","1","21498"
"2","2018-09-18 09:28:25","2","21500"
"2","2018-09-18 09:28:26","1","21501"
"2","2018-09-18 09:28:27","1","21502"
"2","2018-09-18 09:28:29","2","21504"
"2","2018-09-18 09:28:30","1","21505"
"2","2018-09-18 09:28:32","1","21506"
"2","2018-09-18 09:28:33","1","21507"
"2","2018-09-18 09:28:34","1","21508"
"4","2018-09-18 09:28:37","1","21509"
"4","2018-09-18 09:28:40","2","21511"
"4","2018-09-18 09:28:41","1","21512"
"2","2018-09-18 09:28:44","1","21513"
"4","2018-09-18 09:28:45","1","21514"
"2","2018-09-18 09:28:46","2","21516"
"2","2018-09-18 09:28:47","3","21519"
"4","2018-09-18 09:28:48","2","21521"
"2","2018-09-18 09:28:49","1","21522"
"4","2018-09-18 09:28:50","2","21524"
"4","2018-09-18 09:28:56","2","21526"
"4","2018-09-18 09:28:57","2","21528"
"2","2018-09-18 09:28:59","2","21530"
"2","2018-09-18 09:29:00","1","21531"
"2","2018-09-18 09:29:01","1","21532"
"2","2018-09-18 09:29:02","2","21534"
"2","2018-09-18 09:29:03","4","21538"
"4","2018-09-18 09:29:05","1","21539"
"4","2018-09-18 09:29:06","1","21540"
"2","2018-09-18 09:29:07","1","21541"
"2","2018-09-18 09:29:08","1","21542"
"2","2018-09-18 09:29:09","1","21543"
"2","2018-09-18 09:29:10","1","21544"
"2","2018-09-18 09:29:12","2","21546"
"4","2018-09-18 09:29:13","2","21548"
"4","2018-09-18 09:29:14","2","21550"
"4","2018-09-18 09:29:15","2","21552"
"2","2018-09-18 09:29:16","1","21553"
"4","2018-09-18 09:29:17","2","21555"
"2","2018-09-18 09:29:18","3","21558"
"4","2018-09-18 09:29:19","1","21559"
"4","2018-09-18 09:29:20","1","21560"
"2","2018-09-18 09:29:23","1","21561"
"2","2018-09-18 09:29:24","1","21562"
"2","2018-09-18 09:29:25","1","21563"
"2","2018-09-18 09:29:26","1","21564"
"2","2018-09-18 09:29:27","1","21565"
"4","2018-09-18 09:29:28","1","21566"
"2","2018-09-18 09:29:29","4","21570"
"2","2018-09-18 09:29:30","1","21571"
"2","2018-09-18 09:29:32","1","21572"
"4","2018-09-18 09:29:33","3","21575"
"2","2018-09-18 09:29:34","2","21577"
"2","2018-09-18 09:29:35","1","21578"
"4","2018-09-18 09:29:36","2","21580"
"2","2018-09-18 09:29:38","3","21583"
"2","2018-09-18 09:29:39","2","21585"
"4","2018-09-18 09:29:42","3","21588"
"2","2018-09-18 09:29:44","1","21589"
"2","2018-09-18 09:29:46","1","21590"
"2","2018-09-18 09:29:47","6","21596"
"2","2018-09-18 09:29:48","2","21598"
"2","2018-09-18 09:29:49","3","21601"
"4","2018-09-18 09:29:50","3","21604"
"2","2018-09-18 09:29:51","1","21605"
"2","2018-09-18 09:29:52","1","21606"
"2","2018-09-18 09:29:53","1","21607"
"4","2018-09-18 09:29:57","4","21611"
"2","2018-09-18 09:29:58","1","21612"
"4","2018-09-18 09:30:01","2","21614"
"2","2018-09-18 09:30:03","3","21617"
"2","2018-09-18 09:30:04","2","21619"
"4","2018-09-18 09:30:06","2","21621"
"4","2018-09-18 09:30:07","3","21624"
"2","2018-09-18 09:30:08","1","21625"
