"d","t","travelers","CumulativeT"
"4","2018-09-18 10:08:38","1","23934"
"2","2018-09-18 10:08:39","2","23936"
"2","2018-09-18 10:08:40","3","23939"
"4","2018-09-18 10:08:42","1","23940"
"2","2018-09-18 10:08:43","2","23942"
"4","2018-09-18 10:08:46","1","23943"
"4","2018-09-18 10:08:48","2","23945"
"2","2018-09-18 10:08:50","1","23946"
"4","2018-09-18 10:08:54","2","23948"
"2","2018-09-18 10:08:55","2","23950"
"4","2018-09-18 10:08:56","1","23951"
"4","2018-09-18 10:08:58","1","23952"
"4","2018-09-18 10:09:00","3","23955"
"4","2018-09-18 10:09:01","1","23956"
"2","2018-09-18 10:09:02","1","23957"
"2","2018-09-18 10:09:03","1","23958"
"2","2018-09-18 10:09:04","2","23960"
"4","2018-09-18 10:09:09","1","23961"
"4","2018-09-18 10:09:11","2","23963"
"2","2018-09-18 10:09:12","1","23964"
"4","2018-09-18 10:09:13","2","23966"
"2","2018-09-18 10:09:14","1","23967"
"2","2018-09-18 10:09:15","1","23968"
"2","2018-09-18 10:09:16","1","23969"
"2","2018-09-18 10:09:18","1","23970"
"2","2018-09-18 10:09:19","2","23972"
"4","2018-09-18 10:09:20","2","23974"
"2","2018-09-18 10:09:22","2","23976"
"2","2018-09-18 10:09:23","1","23977"
"2","2018-09-18 10:09:24","2","23979"
"4","2018-09-18 10:09:25","2","23981"
"2","2018-09-18 10:09:26","1","23982"
"2","2018-09-18 10:09:28","1","23983"
"2","2018-09-18 10:09:29","1","23984"
"2","2018-09-18 10:09:31","1","23985"
"2","2018-09-18 10:09:32","1","23986"
"2","2018-09-18 10:09:34","1","23987"
"2","2018-09-18 10:09:35","2","23989"
"4","2018-09-18 10:09:36","1","23990"
"4","2018-09-18 10:09:37","3","23993"
"4","2018-09-18 10:09:38","3","23996"
"4","2018-09-18 10:09:39","1","23997"
"2","2018-09-18 10:09:40","2","23999"
"2","2018-09-18 10:09:41","2","24001"
"4","2018-09-18 10:09:42","1","24002"
"2","2018-09-18 10:09:46","3","24005"
"2","2018-09-18 10:09:49","2","24007"
"2","2018-09-18 10:09:50","1","24008"
"4","2018-09-18 10:09:51","1","24009"
"2","2018-09-18 10:09:53","1","24010"
"2","2018-09-18 10:09:58","2","24012"
"2","2018-09-18 10:09:59","1","24013"
"2","2018-09-18 10:10:00","2","24015"
"2","2018-09-18 10:10:02","1","24016"
"2","2018-09-18 10:10:03","1","24017"
"2","2018-09-18 10:10:04","2","24019"
"4","2018-09-18 10:10:07","1","24020"
"2","2018-09-18 10:10:09","1","24021"
"2","2018-09-18 10:10:12","1","24022"
"4","2018-09-18 10:10:13","2","24024"
"2","2018-09-18 10:10:14","1","24025"
"2","2018-09-18 10:10:15","3","24028"
"2","2018-09-18 10:10:18","1","24029"
"2","2018-09-18 10:10:20","1","24030"
"2","2018-09-18 10:10:22","2","24032"
"4","2018-09-18 10:10:23","1","24033"
"2","2018-09-18 10:10:24","1","24034"
"2","2018-09-18 10:10:25","1","24035"
"2","2018-09-18 10:10:28","1","24036"
"2","2018-09-18 10:10:30","1","24037"
"4","2018-09-18 10:10:31","1","24038"
"4","2018-09-18 10:10:32","3","24041"
"2","2018-09-18 10:10:33","1","24042"
"2","2018-09-18 10:10:34","2","24044"
"4","2018-09-18 10:10:35","3","24047"
"4","2018-09-18 10:10:37","2","24049"
"2","2018-09-18 10:10:38","1","24050"
"2","2018-09-18 10:10:40","1","24051"
"2","2018-09-18 10:10:41","1","24052"
"2","2018-09-18 10:10:42","2","24054"
"4","2018-09-18 10:10:45","1","24055"
"4","2018-09-18 10:10:47","1","24056"
"2","2018-09-18 10:10:48","1","24057"
"4","2018-09-18 10:10:49","3","24060"
"2","2018-09-18 10:10:51","1","24061"
"2","2018-09-18 10:10:52","1","24062"
"2","2018-09-18 10:10:53","1","24063"
"2","2018-09-18 10:10:54","1","24064"
"4","2018-09-18 10:10:55","1","24065"
"4","2018-09-18 10:10:57","3","24068"
"2","2018-09-18 10:11:01","1","24069"
"4","2018-09-18 10:11:03","2","24071"
"4","2018-09-18 10:11:06","3","24074"
"4","2018-09-18 10:11:07","4","24078"
"2","2018-09-18 10:11:08","1","24079"
"4","2018-09-18 10:11:11","2","24081"
"4","2018-09-18 10:11:13","2","24083"
"2","2018-09-18 10:11:15","1","24084"
"4","2018-09-18 10:11:16","1","24085"
"4","2018-09-18 10:11:17","2","24087"
"4","2018-09-18 10:11:18","2","24089"
"2","2018-09-18 10:11:19","1","24090"
"2","2018-09-18 10:11:20","2","24092"
"4","2018-09-18 10:11:23","1","24093"
"4","2018-09-18 10:11:24","1","24094"
"4","2018-09-18 10:11:26","1","24095"
"4","2018-09-18 10:11:27","1","24096"
"2","2018-09-18 10:11:28","1","24097"
"2","2018-09-18 10:11:31","2","24099"
"2","2018-09-18 10:11:33","3","24102"
"2","2018-09-18 10:11:36","1","24103"
"2","2018-09-18 10:11:37","3","24106"
"2","2018-09-18 10:11:40","1","24107"
"2","2018-09-18 10:11:42","2","24109"
"4","2018-09-18 10:11:44","4","24113"
"2","2018-09-18 10:11:45","4","24117"
"2","2018-09-18 10:11:47","1","24118"
"2","2018-09-18 10:11:50","3","24121"
"4","2018-09-18 10:11:51","1","24122"
"4","2018-09-18 10:11:52","1","24123"
"2","2018-09-18 10:11:59","2","24125"
"2","2018-09-18 10:12:01","1","24126"
"2","2018-09-18 10:12:02","1","24127"
"4","2018-09-18 10:12:07","1","24128"
"4","2018-09-18 10:12:08","1","24129"
"2","2018-09-18 10:12:09","1","24130"
"2","2018-09-18 10:12:15","2","24132"
"4","2018-09-18 10:12:16","1","24133"
"2","2018-09-18 10:12:17","2","24135"
"2","2018-09-18 10:12:18","1","24136"
"4","2018-09-18 10:12:20","1","24137"
"2","2018-09-18 10:12:21","1","24138"
"4","2018-09-18 10:12:23","2","24140"
"2","2018-09-18 10:12:24","1","24141"
"4","2018-09-18 10:12:26","1","24142"
"2","2018-09-18 10:12:27","2","24144"
"2","2018-09-18 10:12:29","3","24147"
"2","2018-09-18 10:12:30","1","24148"
"4","2018-09-18 10:12:31","1","24149"
"2","2018-09-18 10:12:34","1","24150"
"2","2018-09-18 10:12:35","4","24154"
"4","2018-09-18 10:12:36","3","24157"
"2","2018-09-18 10:12:37","4","24161"
"4","2018-09-18 10:12:38","2","24163"
"2","2018-09-18 10:12:40","1","24164"
"2","2018-09-18 10:12:42","1","24165"
"2","2018-09-18 10:12:43","1","24166"
"4","2018-09-18 10:12:45","1","24167"
"4","2018-09-18 10:12:52","1","24168"
"4","2018-09-18 10:12:56","3","24171"
"2","2018-09-18 10:12:57","1","24172"
"4","2018-09-18 10:12:58","1","24173"
"2","2018-09-18 10:12:59","1","24174"
"2","2018-09-18 10:13:01","1","24175"
"2","2018-09-18 10:13:03","1","24176"
"2","2018-09-18 10:13:05","1","24177"
"2","2018-09-18 10:13:07","1","24178"
"2","2018-09-18 10:13:08","1","24179"
"2","2018-09-18 10:13:09","2","24181"
"2","2018-09-18 10:13:11","1","24182"
"2","2018-09-18 10:13:12","1","24183"
"2","2018-09-18 10:13:14","1","24184"
"4","2018-09-18 10:13:15","1","24185"
"2","2018-09-18 10:13:16","2","24187"
"2","2018-09-18 10:13:17","1","24188"
"4","2018-09-18 10:13:18","2","24190"
"2","2018-09-18 10:13:20","1","24191"
"2","2018-09-18 10:13:21","1","24192"
"4","2018-09-18 10:13:22","3","24195"
"2","2018-09-18 10:13:23","3","24198"
"4","2018-09-18 10:13:25","1","24199"
"4","2018-09-18 10:13:28","1","24200"
"4","2018-09-18 10:13:30","1","24201"
"2","2018-09-18 10:13:31","1","24202"
"4","2018-09-18 10:13:32","1","24203"
"4","2018-09-18 10:13:33","1","24204"
"4","2018-09-18 10:13:34","1","24205"
"2","2018-09-18 10:13:36","3","24208"
"2","2018-09-18 10:13:37","4","24212"
"2","2018-09-18 10:13:40","1","24213"
"4","2018-09-18 10:13:41","2","24215"
"2","2018-09-18 10:13:42","1","24216"
"2","2018-09-18 10:13:43","1","24217"
"2","2018-09-18 10:13:44","3","24220"
"2","2018-09-18 10:13:45","1","24221"
"2","2018-09-18 10:13:46","1","24222"
"4","2018-09-18 10:13:50","1","24223"
"2","2018-09-18 10:13:51","2","24225"
"2","2018-09-18 10:13:52","2","24227"
"2","2018-09-18 10:13:53","1","24228"
"4","2018-09-18 10:13:54","4","24232"
"2","2018-09-18 10:13:56","2","24234"
"2","2018-09-18 10:13:57","2","24236"
"4","2018-09-18 10:13:58","1","24237"
"4","2018-09-18 10:13:59","2","24239"
"2","2018-09-18 10:14:03","2","24241"
"4","2018-09-18 10:14:04","2","24243"
"4","2018-09-18 10:14:05","2","24245"
"2","2018-09-18 10:14:08","2","24247"
"2","2018-09-18 10:14:09","1","24248"
"4","2018-09-18 10:14:11","3","24251"
"2","2018-09-18 10:14:12","1","24252"
"2","2018-09-18 10:14:13","1","24253"
"4","2018-09-18 10:14:14","2","24255"
"2","2018-09-18 10:14:15","1","24256"
"4","2018-09-18 10:14:17","1","24257"
"2","2018-09-18 10:14:18","3","24260"
"2","2018-09-18 10:14:19","3","24263"
"2","2018-09-18 10:14:20","2","24265"
"2","2018-09-18 10:14:21","2","24267"
"2","2018-09-18 10:14:23","2","24269"
"2","2018-09-18 10:14:24","1","24270"
"2","2018-09-18 10:14:25","1","24271"
"4","2018-09-18 10:14:27","3","24274"
"4","2018-09-18 10:14:28","1","24275"
"2","2018-09-18 10:14:29","1","24276"
"2","2018-09-18 10:14:30","4","24280"
"4","2018-09-18 10:14:31","1","24281"
"2","2018-09-18 10:14:33","2","24283"
"2","2018-09-18 10:14:35","1","24284"
"2","2018-09-18 10:14:36","3","24287"
"4","2018-09-18 10:14:37","1","24288"
"4","2018-09-18 10:14:39","2","24290"
"2","2018-09-18 10:14:41","1","24291"
"4","2018-09-18 10:14:42","1","24292"
"2","2018-09-18 10:14:45","1","24293"
"2","2018-09-18 10:14:47","3","24296"
"2","2018-09-18 10:14:48","1","24297"
"4","2018-09-18 10:14:49","1","24298"
"4","2018-09-18 10:14:50","1","24299"
"4","2018-09-18 10:14:51","4","24303"
"2","2018-09-18 10:14:54","1","24304"
"2","2018-09-18 10:14:55","1","24305"
"2","2018-09-18 10:14:56","1","24306"
"4","2018-09-18 10:14:57","1","24307"
"2","2018-09-18 10:14:58","3","24310"
"2","2018-09-18 10:14:59","1","24311"
"2","2018-09-18 10:15:02","1","24312"
"4","2018-09-18 10:15:06","1","24313"
"4","2018-09-18 10:15:07","3","24316"
"2","2018-09-18 10:15:09","1","24317"
"2","2018-09-18 10:15:11","3","24320"
"4","2018-09-18 10:15:12","3","24323"
"4","2018-09-18 10:15:13","2","24325"
"4","2018-09-18 10:15:14","2","24327"
"4","2018-09-18 10:15:15","3","24330"
"2","2018-09-18 10:15:16","1","24331"
"2","2018-09-18 10:15:17","1","24332"
"2","2018-09-18 10:15:18","3","24335"
"2","2018-09-18 10:15:20","1","24336"
"4","2018-09-18 10:15:21","1","24337"
"4","2018-09-18 10:15:22","2","24339"
"4","2018-09-18 10:15:23","4","24343"
"2","2018-09-18 10:15:26","1","24344"
"4","2018-09-18 10:15:27","3","24347"
"2","2018-09-18 10:15:28","3","24350"
"2","2018-09-18 10:15:31","1","24351"
"2","2018-09-18 10:15:33","1","24352"
"4","2018-09-18 10:15:35","1","24353"
"2","2018-09-18 10:15:36","2","24355"
"4","2018-09-18 10:15:38","1","24356"
"4","2018-09-18 10:15:40","1","24357"
"2","2018-09-18 10:15:41","1","24358"
"2","2018-09-18 10:15:42","2","24360"
"4","2018-09-18 10:15:44","1","24361"
"2","2018-09-18 10:15:45","3","24364"
"4","2018-09-18 10:15:46","1","24365"
"4","2018-09-18 10:15:47","2","24367"
"2","2018-09-18 10:15:49","1","24368"
"2","2018-09-18 10:15:50","3","24371"
"2","2018-09-18 10:15:52","1","24372"
"2","2018-09-18 10:15:54","2","24374"
"2","2018-09-18 10:15:56","1","24375"
"2","2018-09-18 10:15:57","1","24376"
"2","2018-09-18 10:16:01","3","24379"
"2","2018-09-18 10:16:02","2","24381"
"4","2018-09-18 10:16:03","1","24382"
"2","2018-09-18 10:16:05","2","24384"
"4","2018-09-18 10:16:08","1","24385"
"2","2018-09-18 10:16:11","1","24386"
"2","2018-09-18 10:16:12","1","24387"
"4","2018-09-18 10:16:13","1","24388"
"4","2018-09-18 10:16:14","3","24391"
"2","2018-09-18 10:16:19","1","24392"
"4","2018-09-18 10:16:20","1","24393"
"2","2018-09-18 10:16:21","1","24394"
"2","2018-09-18 10:16:22","1","24395"
"2","2018-09-18 10:16:24","2","24397"
"2","2018-09-18 10:16:25","1","24398"
"4","2018-09-18 10:16:26","3","24401"
"2","2018-09-18 10:16:29","2","24403"
"2","2018-09-18 10:16:30","1","24404"
"4","2018-09-18 10:16:31","1","24405"
"2","2018-09-18 10:16:34","4","24409"
"2","2018-09-18 10:16:37","3","24412"
"4","2018-09-18 10:16:38","3","24415"
"2","2018-09-18 10:16:39","2","24417"
"4","2018-09-18 10:16:40","2","24419"
"4","2018-09-18 10:16:41","1","24420"
"4","2018-09-18 10:16:42","1","24421"
"2","2018-09-18 10:16:46","2","24423"
"2","2018-09-18 10:16:47","2","24425"
"2","2018-09-18 10:16:51","2","24427"
"2","2018-09-18 10:16:52","1","24428"
"2","2018-09-18 10:16:53","2","24430"
"2","2018-09-18 10:16:54","2","24432"
"2","2018-09-18 10:16:55","2","24434"
"4","2018-09-18 10:16:56","1","24435"
"4","2018-09-18 10:16:59","2","24437"
"2","2018-09-18 10:17:02","2","24439"
"4","2018-09-18 10:17:04","1","24440"
"2","2018-09-18 10:17:07","1","24441"
"2","2018-09-18 10:17:09","1","24442"
"4","2018-09-18 10:17:10","1","24443"
"2","2018-09-18 10:17:11","2","24445"
"4","2018-09-18 10:17:12","1","24446"
"2","2018-09-18 10:17:13","1","24447"
"4","2018-09-18 10:17:15","1","24448"
"4","2018-09-18 10:17:16","1","24449"
"4","2018-09-18 10:17:17","3","24452"
"4","2018-09-18 10:17:18","2","24454"
"2","2018-09-18 10:17:21","2","24456"
"4","2018-09-18 10:17:24","3","24459"
"2","2018-09-18 10:17:26","1","24460"
"2","2018-09-18 10:17:30","3","24463"
"2","2018-09-18 10:17:31","2","24465"
"2","2018-09-18 10:17:34","1","24466"
"4","2018-09-18 10:17:35","1","24467"
"2","2018-09-18 10:17:36","1","24468"
"4","2018-09-18 10:17:37","1","24469"
"2","2018-09-18 10:17:38","1","24470"
"4","2018-09-18 10:17:39","1","24471"
"4","2018-09-18 10:17:40","1","24472"
"2","2018-09-18 10:17:45","2","24474"
"4","2018-09-18 10:17:46","2","24476"
"2","2018-09-18 10:17:48","2","24478"
"4","2018-09-18 10:17:50","1","24479"
"2","2018-09-18 10:17:53","1","24480"
"2","2018-09-18 10:17:55","1","24481"
"4","2018-09-18 10:17:56","2","24483"
"4","2018-09-18 10:17:57","2","24485"
"2","2018-09-18 10:17:59","1","24486"
"2","2018-09-18 10:18:01","1","24487"
"4","2018-09-18 10:18:02","1","24488"
"2","2018-09-18 10:18:03","2","24490"
"2","2018-09-18 10:18:06","1","24491"
"4","2018-09-18 10:18:07","1","24492"
"4","2018-09-18 10:18:08","1","24493"
"4","2018-09-18 10:18:09","1","24494"
"2","2018-09-18 10:18:12","1","24495"
"2","2018-09-18 10:18:13","3","24498"
"2","2018-09-18 10:18:14","1","24499"
"4","2018-09-18 10:18:15","4","24503"
"4","2018-09-18 10:18:17","1","24504"
"4","2018-09-18 10:18:18","2","24506"
"4","2018-09-18 10:18:20","1","24507"
"4","2018-09-18 10:18:21","1","24508"
"2","2018-09-18 10:18:22","1","24509"
"2","2018-09-18 10:18:23","3","24512"
"2","2018-09-18 10:18:24","3","24515"
"4","2018-09-18 10:18:25","1","24516"
"2","2018-09-18 10:18:27","2","24518"
"2","2018-09-18 10:18:28","2","24520"
"2","2018-09-18 10:18:29","1","24521"
"4","2018-09-18 10:18:30","3","24524"
"4","2018-09-18 10:18:31","1","24525"
"2","2018-09-18 10:18:33","1","24526"
"4","2018-09-18 10:18:34","1","24527"
"2","2018-09-18 10:18:35","1","24528"
"4","2018-09-18 10:18:36","2","24530"
"2","2018-09-18 10:18:37","1","24531"
"2","2018-09-18 10:18:38","3","24534"
"4","2018-09-18 10:18:39","3","24537"
"2","2018-09-18 10:18:40","3","24540"
"4","2018-09-18 10:18:43","2","24542"
"2","2018-09-18 10:18:45","2","24544"
"2","2018-09-18 10:18:47","1","24545"
"2","2018-09-18 10:18:49","1","24546"
"2","2018-09-18 10:18:50","1","24547"
"2","2018-09-18 10:18:51","1","24548"
"2","2018-09-18 10:18:52","2","24550"
"2","2018-09-18 10:18:54","1","24551"
"2","2018-09-18 10:18:56","1","24552"
"2","2018-09-18 10:18:57","4","24556"
"2","2018-09-18 10:18:58","2","24558"
"4","2018-09-18 10:18:59","1","24559"
"4","2018-09-18 10:19:00","3","24562"
"2","2018-09-18 10:19:01","2","24564"
"4","2018-09-18 10:19:03","1","24565"
"4","2018-09-18 10:19:04","1","24566"
"2","2018-09-18 10:19:05","4","24570"
"2","2018-09-18 10:19:06","3","24573"
"2","2018-09-18 10:19:07","2","24575"
"2","2018-09-18 10:19:08","1","24576"
"2","2018-09-18 10:19:09","2","24578"
"2","2018-09-18 10:19:11","1","24579"
"2","2018-09-18 10:19:12","1","24580"
"4","2018-09-18 10:19:13","3","24583"
"2","2018-09-18 10:19:14","3","24586"
"2","2018-09-18 10:19:15","1","24587"
"2","2018-09-18 10:19:16","2","24589"
"4","2018-09-18 10:19:17","2","24591"
"2","2018-09-18 10:19:20","2","24593"
"4","2018-09-18 10:19:21","1","24594"
"2","2018-09-18 10:19:22","1","24595"
"4","2018-09-18 10:19:23","3","24598"
"2","2018-09-18 10:19:25","1","24599"
"4","2018-09-18 10:19:26","1","24600"
"2","2018-09-18 10:19:29","1","24601"
"2","2018-09-18 10:19:30","2","24603"
"4","2018-09-18 10:19:31","1","24604"
"2","2018-09-18 10:19:32","1","24605"
"4","2018-09-18 10:19:36","3","24608"
"4","2018-09-18 10:19:37","2","24610"
"4","2018-09-18 10:19:38","1","24611"
"4","2018-09-18 10:19:39","1","24612"
"2","2018-09-18 10:19:40","1","24613"
"4","2018-09-18 10:19:41","2","24615"
"2","2018-09-18 10:19:43","1","24616"
"2","2018-09-18 10:19:44","1","24617"
"4","2018-09-18 10:19:45","1","24618"
"2","2018-09-18 10:19:48","1","24619"
"2","2018-09-18 10:19:49","1","24620"
"4","2018-09-18 10:19:50","1","24621"
"4","2018-09-18 10:19:51","1","24622"
"2","2018-09-18 10:19:52","1","24623"
"2","2018-09-18 10:19:53","1","24624"
"2","2018-09-18 10:19:54","2","24626"
"2","2018-09-18 10:19:57","1","24627"
"2","2018-09-18 10:19:58","2","24629"
"2","2018-09-18 10:20:02","2","24631"
"2","2018-09-18 10:20:03","2","24633"
"2","2018-09-18 10:20:05","1","24634"
"4","2018-09-18 10:20:06","1","24635"
"4","2018-09-18 10:20:08","2","24637"
"2","2018-09-18 10:20:09","1","24638"
"2","2018-09-18 10:20:12","2","24640"
"2","2018-09-18 10:20:13","2","24642"
"2","2018-09-18 10:20:14","1","24643"
"4","2018-09-18 10:20:16","2","24645"
"2","2018-09-18 10:20:17","2","24647"
"2","2018-09-18 10:20:20","1","24648"
"4","2018-09-18 10:20:21","2","24650"
"2","2018-09-18 10:20:22","1","24651"
"4","2018-09-18 10:20:23","2","24653"
"4","2018-09-18 10:20:24","1","24654"
"4","2018-09-18 10:20:26","1","24655"
"4","2018-09-18 10:20:31","3","24658"
"2","2018-09-18 10:20:32","3","24661"
"2","2018-09-18 10:20:33","1","24662"
"2","2018-09-18 10:20:34","1","24663"
"4","2018-09-18 10:20:36","1","24664"
"2","2018-09-18 10:20:40","1","24665"
"4","2018-09-18 10:20:41","1","24666"
"2","2018-09-18 10:20:44","4","24670"
"4","2018-09-18 10:20:45","2","24672"
"4","2018-09-18 10:20:47","1","24673"
"2","2018-09-18 10:20:48","2","24675"
"2","2018-09-18 10:20:51","1","24676"
"4","2018-09-18 10:20:53","1","24677"
"4","2018-09-18 10:20:54","1","24678"
"2","2018-09-18 10:20:55","1","24679"
"2","2018-09-18 10:20:56","1","24680"
"2","2018-09-18 10:20:57","2","24682"
"4","2018-09-18 10:20:58","1","24683"
"4","2018-09-18 10:20:59","3","24686"
"2","2018-09-18 10:21:02","2","24688"
"2","2018-09-18 10:21:03","3","24691"
"2","2018-09-18 10:21:04","1","24692"
"2","2018-09-18 10:21:06","2","24694"
"2","2018-09-18 10:21:07","1","24695"
"2","2018-09-18 10:21:08","2","24697"
"4","2018-09-18 10:21:09","2","24699"
"2","2018-09-18 10:21:11","4","24703"
"2","2018-09-18 10:21:12","2","24705"
"4","2018-09-18 10:21:13","2","24707"
"2","2018-09-18 10:21:14","1","24708"
"4","2018-09-18 10:21:16","1","24709"
"2","2018-09-18 10:21:17","1","24710"
"2","2018-09-18 10:21:18","2","24712"
"2","2018-09-18 10:21:19","1","24713"
"4","2018-09-18 10:21:21","1","24714"
"2","2018-09-18 10:21:22","2","24716"
"4","2018-09-18 10:21:24","1","24717"
"4","2018-09-18 10:21:26","1","24718"
"2","2018-09-18 10:21:27","1","24719"
"2","2018-09-18 10:21:29","2","24721"
"4","2018-09-18 10:21:30","1","24722"
"2","2018-09-18 10:21:31","1","24723"
"2","2018-09-18 10:21:32","1","24724"
"2","2018-09-18 10:21:35","2","24726"
"2","2018-09-18 10:21:37","1","24727"
"2","2018-09-18 10:21:44","2","24729"
"2","2018-09-18 10:21:45","1","24730"
"2","2018-09-18 10:21:46","1","24731"
"2","2018-09-18 10:21:47","1","24732"
"4","2018-09-18 10:21:48","2","24734"
"4","2018-09-18 10:21:49","1","24735"
"2","2018-09-18 10:21:50","2","24737"
"2","2018-09-18 10:21:51","2","24739"
"2","2018-09-18 10:21:52","2","24741"
"4","2018-09-18 10:21:53","1","24742"
"4","2018-09-18 10:21:54","1","24743"
"4","2018-09-18 10:22:01","1","24744"
"4","2018-09-18 10:22:04","1","24745"
"2","2018-09-18 10:22:05","1","24746"
"4","2018-09-18 10:22:06","1","24747"
"2","2018-09-18 10:22:07","1","24748"
"2","2018-09-18 10:22:08","1","24749"
"2","2018-09-18 10:22:09","2","24751"
"2","2018-09-18 10:22:10","1","24752"
"2","2018-09-18 10:22:11","1","24753"
"4","2018-09-18 10:22:13","3","24756"
"4","2018-09-18 10:22:15","1","24757"
"4","2018-09-18 10:22:18","3","24760"
"4","2018-09-18 10:22:22","2","24762"
"2","2018-09-18 10:22:24","2","24764"
"2","2018-09-18 10:22:25","1","24765"
"2","2018-09-18 10:22:26","1","24766"
"2","2018-09-18 10:22:27","1","24767"
"2","2018-09-18 10:22:28","1","24768"
"4","2018-09-18 10:22:30","1","24769"
"4","2018-09-18 10:22:33","2","24771"
"4","2018-09-18 10:22:34","2","24773"
"4","2018-09-18 10:22:36","1","24774"
"4","2018-09-18 10:22:37","1","24775"
"4","2018-09-18 10:22:39","1","24776"
"2","2018-09-18 10:22:40","2","24778"
"4","2018-09-18 10:22:41","1","24779"
"4","2018-09-18 10:22:43","2","24781"
"4","2018-09-18 10:22:44","2","24783"
"2","2018-09-18 10:22:46","1","24784"
"4","2018-09-18 10:22:47","1","24785"
"2","2018-09-18 10:22:48","2","24787"
"4","2018-09-18 10:22:49","1","24788"
"2","2018-09-18 10:22:51","2","24790"
"4","2018-09-18 10:22:53","5","24795"
"4","2018-09-18 10:22:54","2","24797"
"2","2018-09-18 10:22:55","3","24800"
"2","2018-09-18 10:22:56","3","24803"
"2","2018-09-18 10:22:57","1","24804"
"4","2018-09-18 10:22:58","2","24806"
"4","2018-09-18 10:23:01","3","24809"
"2","2018-09-18 10:23:03","1","24810"
"4","2018-09-18 10:23:04","2","24812"
"4","2018-09-18 10:23:05","2","24814"
"2","2018-09-18 10:23:07","2","24816"
"4","2018-09-18 10:23:08","3","24819"
"4","2018-09-18 10:23:14","2","24821"
"2","2018-09-18 10:23:15","1","24822"
"4","2018-09-18 10:23:20","1","24823"
"2","2018-09-18 10:23:21","1","24824"
"2","2018-09-18 10:23:23","2","24826"
"2","2018-09-18 10:23:24","1","24827"
"4","2018-09-18 10:23:26","1","24828"
"2","2018-09-18 10:23:28","2","24830"
"2","2018-09-18 10:23:29","2","24832"
"2","2018-09-18 10:23:30","2","24834"
"4","2018-09-18 10:23:31","1","24835"
"2","2018-09-18 10:23:32","2","24837"
"2","2018-09-18 10:23:33","2","24839"
"4","2018-09-18 10:23:34","3","24842"
"4","2018-09-18 10:23:36","2","24844"
"2","2018-09-18 10:23:37","1","24845"
"2","2018-09-18 10:23:38","5","24850"
"2","2018-09-18 10:23:40","2","24852"
"2","2018-09-18 10:23:41","1","24853"
"2","2018-09-18 10:23:42","1","24854"
"2","2018-09-18 10:23:43","4","24858"
"2","2018-09-18 10:23:44","1","24859"
"2","2018-09-18 10:23:45","3","24862"
"4","2018-09-18 10:23:48","3","24865"
"2","2018-09-18 10:23:49","2","24867"
"4","2018-09-18 10:23:51","1","24868"
"4","2018-09-18 10:23:52","2","24870"
"2","2018-09-18 10:23:54","1","24871"
"2","2018-09-18 10:23:57","1","24872"
"4","2018-09-18 10:24:00","1","24873"
"4","2018-09-18 10:24:01","2","24875"
"2","2018-09-18 10:24:03","3","24878"
"2","2018-09-18 10:24:04","1","24879"
"2","2018-09-18 10:24:05","2","24881"
"2","2018-09-18 10:24:06","1","24882"
"2","2018-09-18 10:24:07","2","24884"
"2","2018-09-18 10:24:10","1","24885"
"2","2018-09-18 10:24:11","1","24886"
"2","2018-09-18 10:24:12","2","24888"
"2","2018-09-18 10:24:13","1","24889"
"2","2018-09-18 10:24:15","1","24890"
"4","2018-09-18 10:24:16","2","24892"
"2","2018-09-18 10:24:18","1","24893"
"4","2018-09-18 10:24:22","1","24894"
"4","2018-09-18 10:24:23","1","24895"
"2","2018-09-18 10:24:24","2","24897"
"2","2018-09-18 10:24:25","2","24899"
"2","2018-09-18 10:24:27","1","24900"
"4","2018-09-18 10:24:28","1","24901"
"2","2018-09-18 10:24:29","1","24902"
"2","2018-09-18 10:24:30","1","24903"
"2","2018-09-18 10:24:31","3","24906"
"2","2018-09-18 10:24:32","1","24907"
"4","2018-09-18 10:24:33","1","24908"
"4","2018-09-18 10:24:35","2","24910"
"4","2018-09-18 10:24:37","1","24911"
"2","2018-09-18 10:24:39","1","24912"
"2","2018-09-18 10:24:40","1","24913"
"2","2018-09-18 10:24:44","1","24914"
"4","2018-09-18 10:24:45","2","24916"
"2","2018-09-18 10:24:48","1","24917"
"2","2018-09-18 10:24:50","1","24918"
"4","2018-09-18 10:24:51","1","24919"
"2","2018-09-18 10:24:52","1","24920"
"4","2018-09-18 10:24:53","3","24923"
"2","2018-09-18 10:24:54","3","24926"
"2","2018-09-18 10:24:56","4","24930"
"2","2018-09-18 10:24:57","1","24931"
"4","2018-09-18 10:24:58","1","24932"
"2","2018-09-18 10:24:59","1","24933"
"2","2018-09-18 10:25:00","2","24935"
"2","2018-09-18 10:25:02","1","24936"
"4","2018-09-18 10:25:04","4","24940"
"2","2018-09-18 10:25:05","2","24942"
"2","2018-09-18 10:25:06","1","24943"
"2","2018-09-18 10:25:07","1","24944"
"4","2018-09-18 10:25:08","1","24945"
"2","2018-09-18 10:25:11","1","24946"
"4","2018-09-18 10:25:12","3","24949"
"2","2018-09-18 10:25:13","2","24951"
"4","2018-09-18 10:25:14","1","24952"
"4","2018-09-18 10:25:15","2","24954"
"2","2018-09-18 10:25:18","2","24956"
"2","2018-09-18 10:25:19","1","24957"
"4","2018-09-18 10:25:20","1","24958"
"2","2018-09-18 10:25:21","1","24959"
"2","2018-09-18 10:25:22","1","24960"
